indices,times,engine,encoded_indices
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.028957605361938477, 0.002026796340942383, 0.0070040225982666016, 0.004034996032714844, 0.037001609802246094, 0.0047397613525390625, 0.0009982585906982422, 0.005026817321777344, 0.010024070739746094, 0.018712759017944336]",InnoDB,I13+I18+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.028844118118286133, 0.0010037422180175781, 0.0069599151611328125, 0.001999378204345703, 0.037168025970458984, 0.00499725341796875, 0.001995086669921875, 0.0050048828125, 0.010029792785644531, 0.01898956298828125]",InnoDB,I13+I18+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.028998374938964844, 0.002003192901611328, 0.007040739059448242, 0.0030372142791748047, 0.055596351623535156, 0.0030226707458496094, 0.003017902374267578, 0.00523686408996582, 0.009994029998779297, 0.018024682998657227]",InnoDB,I13+I18+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')","[0.04939556121826172, 0.0025954246520996094, 0.007046222686767578, 0.003000020980834961, 0.028911590576171875, 0.0050716400146484375, 0.0011701583862304688, 0.005023956298828125, 0.009532690048217773, 0.018425941467285156]",InnoDB,I13+I16+I17
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.047400474548339844, 0.0020008087158203125, 0.002000093460083008, 0.0030012130737304688, 0.029620885848999023, 0.0049822330474853516, 0.001983165740966797, 0.004995107650756836, 0.008997678756713867, 0.018999099731445312]",InnoDB,I13+I16+I12
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.04316091537475586, 0.002004861831665039, 0.007400989532470703, 0.0030012130737304688, 0.028634071350097656, 0.005936384201049805, 0.0020101070404052734, 0.006036043167114258, 0.00997304916381836, 0.018054962158203125]",InnoDB,I13+I16+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.04163980484008789, 0.0010256767272949219, 0.005997419357299805, 0.0020351409912109375, 0.030666351318359375, 0.004996538162231445, 0.00099945068359375, 0.004996299743652344, 0.00911402702331543, 0.01909947395324707]",InnoDB,I13+I16+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.0422365665435791, 0.0020024776458740234, 0.0070648193359375, 0.0039823055267333984, 0.02829575538635254, 0.003001689910888672, 0.0019969940185546875, 0.005021572113037109, 0.00899815559387207, 0.01946234703063965]",InnoDB,I13+I16+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.04303097724914551, 0.0019674301147460938, 0.0019996166229248047, 0.003017425537109375, 0.030095815658569336, 0.003996133804321289, 0.0009980201721191406, 0.00602269172668457, 0.011052846908569336, 0.017995834350585938]",InnoDB,I13+I17+I12
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.04228353500366211, 0.0009999275207519531, 0.008027791976928711, 0.0029997825622558594, 0.029904842376708984, 0.004990339279174805, 0.0020627975463867188, 0.0059964656829833984, 0.00999760627746582, 0.018729209899902344]",InnoDB,I13+I17+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.041825056076049805, 0.000990152359008789, 0.006074190139770508, 0.0020253658294677734, 0.028680086135864258, 0.004773855209350586, 0.001998424530029297, 0.006030559539794922, 0.009552001953125, 0.018046855926513672]",InnoDB,I13+I17+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.045883893966674805, 0.0020051002502441406, 0.007002115249633789, 0.0029985904693603516, 0.029537439346313477, 0.0060350894927978516, 0.0010075569152832031, 0.005023479461669922, 0.012787818908691406, 0.0185699462890625]",InnoDB,I13+I17+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.045593976974487305, 0.002401590347290039, 0.0010094642639160156, 0.004010438919067383, 0.028389453887939453, 0.003019094467163086, 0.002039670944213867, 0.005028486251831055, 0.009026050567626953, 0.019013643264770508]",InnoDB,I13+I12+I14
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.040932416915893555, 0.0010013580322265625, 0.0019953250885009766, 0.0020105838775634766, 0.027918577194213867, 0.003017902374267578, 0.0019965171813964844, 0.005025148391723633, 0.008989334106445312, 0.019042015075683594]",InnoDB,I13+I12+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.04225039482116699, 0.0010547637939453125, 0.0015254020690917969, 0.0027675628662109375, 0.029537439346313477, 0.004017353057861328, 0.0009961128234863281, 0.00439143180847168, 0.009995698928833008, 0.018768310546875]",InnoDB,I13+I12+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.043051958084106445, 0.001999378204345703, 0.0076141357421875, 0.00197601318359375, 0.02925896644592285, 0.0050334930419921875, 0.003023862838745117, 0.005018711090087891, 0.010023117065429688, 0.019088029861450195]",InnoDB,I13+I14+I20
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.04322338104248047, 0.0009999275207519531, 0.0070095062255859375, 0.003917217254638672, 0.02815079689025879, 0.003998279571533203, 0.0010280609130859375, 0.006537437438964844, 0.009029388427734375, 0.0190584659576416]",InnoDB,I13+I14+I11
"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.04052472114562988, 0.0020151138305664062, 0.006028175354003906, 0.0020284652709960938, 0.028345108032226562, 0.0032749176025390625, 0.001980304718017578, 0.004975080490112305, 0.010000944137573242, 0.018579483032226562]",InnoDB,I13+I20+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')","[0.02616286277770996, 0.0020012855529785156, 0.00299835205078125, 0.003998517990112305, 0.03705930709838867, 0.0040209293365478516, 0.0019614696502685547, 0.0070037841796875, 0.009760379791259766, 0.01905655860900879]",InnoDB,I19+I15+I18
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')","[0.043250322341918945, 0.002001047134399414, 0.003010988235473633, 0.003999471664428711, 0.028931856155395508, 0.005003213882446289, 0.0010230541229248047, 0.005012989044189453, 0.010046720504760742, 0.019016504287719727]",InnoDB,I19+I15+I16
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')","[0.04661393165588379, 0.0020351409912109375, 0.0019998550415039062, 0.003124713897705078, 0.03217768669128418, 0.005997657775878906, 0.002008676528930664, 0.0060329437255859375, 0.010025501251220703, 0.018427371978759766]",InnoDB,I19+I15+I17
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.04353594779968262, 0.0019903182983398438, 0.001959085464477539, 0.003998994827270508, 0.02906012535095215, 0.004800558090209961, 0.0019991397857666016, 0.005021095275878906, 0.009519100189208984, 0.01958298683166504]",InnoDB,I19+I15+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.04401516914367676, 0.0009982585906982422, 0.0020182132720947266, 0.003019094467163086, 0.03313875198364258, 0.004999876022338867, 0.0020008087158203125, 0.004003763198852539, 0.010281801223754883, 0.01899409294128418]",InnoDB,I19+I15+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.04146218299865723, 0.0020532608032226562, 0.0027887821197509766, 0.0020046234130859375, 0.02956700325012207, 0.004031658172607422, 0.0021321773529052734, 0.005023002624511719, 0.010027170181274414, 0.018043994903564453]",InnoDB,I19+I15+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.04261302947998047, 0.0010175704956054688, 0.0019745826721191406, 0.003053426742553711, 0.029700756072998047, 0.0040090084075927734, 0.0019664764404296875, 0.004981517791748047, 0.010018110275268555, 0.020030498504638672]",InnoDB,I19+I15+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')","[0.02556467056274414, 0.0009884834289550781, 0.002997875213623047, 0.0029726028442382812, 0.03761887550354004, 0.004002094268798828, 0.0020101070404052734, 0.005023479461669922, 0.009009122848510742, 0.019847393035888672]",InnoDB,I19+I18+I16
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')","[0.02566981315612793, 0.0019843578338623047, 0.002608060836791992, 0.003022432327270508, 0.03786730766296387, 0.0037076473236083984, 0.0019996166229248047, 0.005025148391723633, 0.010540962219238281, 0.01900029182434082]",InnoDB,I19+I18+I17
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.02567267417907715, 0.0010097026824951172, 0.0018887519836425781, 0.003026723861694336, 0.04552054405212402, 0.003941059112548828, 0.002001047134399414, 0.005190372467041016, 0.012283086776733398, 0.021275758743286133]",InnoDB,I19+I18+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.02461385726928711, 0.0020020008087158203, 0.002997875213623047, 0.0030059814453125, 0.04103207588195801, 0.0049800872802734375, 0.0010025501251220703, 0.004998207092285156, 0.008556365966796875, 0.018604755401611328]",InnoDB,I19+I18+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.02520442008972168, 0.0019986629486083984, 0.0020189285278320312, 0.0020318031311035156, 0.037612199783325195, 0.004993915557861328, 0.0010056495666503906, 0.004998445510864258, 0.009536504745483398, 0.018632888793945312]",InnoDB,I19+I18+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.032442331314086914, 0.0010037422180175781, 0.0020406246185302734, 0.0031511783599853516, 0.055895090103149414, 0.003508329391479492, 0.0010309219360351562, 0.005519390106201172, 0.010234594345092773, 0.020340919494628906]",InnoDB,I19+I18+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')","[0.04369759559631348, 0.0009996891021728516, 0.0029726028442382812, 0.002999544143676758, 0.03144335746765137, 0.004026651382446289, 0.002003192901611328, 0.005028963088989258, 0.010018110275268555, 0.3289616107940674]",InnoDB,I19+I16+I17
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.04225039482116699, 0.0019447803497314453, 0.0010037422180175781, 0.003016233444213867, 0.029593944549560547, 0.0031511783599853516, 0.0009493827819824219, 0.005030393600463867, 0.009742021560668945, 0.01906108856201172]",InnoDB,I19+I16+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.04378557205200195, 0.0025148391723632812, 0.0030193328857421875, 0.003998756408691406, 0.03144502639770508, 0.004900932312011719, 0.0019974708557128906, 0.005018949508666992, 0.009576082229614258, 0.018095970153808594]",InnoDB,I19+I16+I14
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')","[0.0412602424621582, 0.001997709274291992, 0.0020439624786376953, 0.001961231231689453, 0.029070377349853516, 0.004999876022338867, 0.0015215873718261719, 0.005925655364990234, 0.009029150009155273, 0.018569469451904297]",InnoDB,I19+I16+I20
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_microorganism_species ON microorganism(Species(255));')","[0.04368925094604492, 0.0020029544830322266, 0.002018451690673828, 0.003084897994995117, 0.029512643814086914, 0.003962516784667969, 0.0019981861114501953, 0.005021810531616211, 0.009062767028808594, 0.01865696907043457]",InnoDB,I19+I16+I11
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_patient_disease ON patient(Disease(255));')","[0.04153633117675781, 0.0020308494567871094, 0.002002239227294922, 0.0030090808868408203, 0.02906060218811035, 0.003008604049682617, 0.0009641647338867188, 0.0060312747955322266, 0.010006904602050781, 0.019324779510498047]",InnoDB,I19+I17+I12
"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_date ON sample(Date);')","[0.04382801055908203, 0.001977205276489258, 0.0030024051666259766, 0.003029346466064453, 0.029588937759399414, 0.004998445510864258, 0.0009992122650146484, 0.004998922348022461, 0.010105609893798828, 0.019874095916748047]",InnoDB,I19+I17+I14
